Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean,FLUORIDE(mg/l)-Minimum,FLUORIDE(mg/l)-Maximum,FLUORIDE(mg/l)-Mean
1786,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT VEDADRI , GUNTUR""","""ANDHRA PRADESH""",25,38,28.9,4.4,8,6.1,7.2,8.5,7.9,526,1398,732,0.5,1.2,0.7,0.18,0.42,0.27,4,6,6,2100,1600,956,NA,NA,NA
1787,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT AMARAVATI , GUNTUR""","""ANDHRA PRADESH""",27,29,27.9,5,7.5,6.4,7.2,8,7.6,534,796,680,0.5,0.8,0.6,0.18,0.36,0.24,4,6,5,1100,1600,1303,NA,NA,NA
25,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT VIJAYWADA, A.P.""","""ANDHRA PRADESH""",25,32,28.4,4.1,8.1,6.1,7.2,8.1,7.9,534,890,655,0.5,0.6,0.5,0.12,0.26,0.18,4,6,5,1400,1600,458,NA,NA,NA
1782,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT HAMSALA DEEVI ,GUNTUR DIST, A.P-(ESTUARINE ZONE)""","""ANDHRA PRADESH""",25,32,28.4,3.9,8.2,6,7.4,8.3,7.8,565,8570,2453,0.4,0.8,0.6,0.15,0.38,0.28,4,6,5,1100,9000,1273,NA,NA,NA
1311,"""WATER QUALITY OF TRIBUTARY STREAMS- PANCHAGANGA""","""PANCHAGANGA AT ICHALKARANJI""","""MAHARASHTRA""",22,35,26.4,4.9,7.5,6.4,6.7,8.4,7.5,132,633,298,2,4,2.6,0.12,2.85,1.27,2,6,4,90,16000,4753,NA,NA,NA
2163,"""WATER QUALITY OF TRIBUTARY STREAMS- PANCHAGANGA""","""PANCHAGANGA RIVER AT SHIROL NEAR SHIROL INTAKE WELL.""","""MAHARASHTRA""",21,34,25,4.1,7.6,6.5,7.3,8.4,7.9,170,796,419,2,5.5,2.7,0.28,3.31,1.63,4,12,6,110,1600,586,NA,NA,NA
1904,"""WATER QUALITY OF TRIBUTARY STREAMS- PANCHAGANGA""","""PANCHAGANGA UPSTREAM OF KOLHAPURTOWN""","""MAHARASHTRA""",20,34,24.6,4.9,7.8,6.4,7,8.8,8,141,565,302,1.8,4,2.5,0.17,15.36,2.54,2,9,4,110,1600,1600,NA,NA,NA
1905,"""WATER QUALITY OF TRIBUTARY STREAMS- PANCHAGANGA""","""PANCHAGANGA DOWNSTREAM OF KOLHAPUR TOWN""","""MAHARASHTRA""",21,35,24.8,1.3,7.4,5.8,6.5,8.3,7.5,184,510,339,2.4,67.5,8.5,0.13,4.14,1.72,4,22,7,120,1600,948,NA,NA,NA
1189,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT PUNE UPSTREAM VITHALWADI""","""MAHARASHTRA""",20,30,27,1.9,4.9,3.4,7.2,8.1,7.7,270,464,358,5.8,13.5,9.8,0.3,3.7,0.73,130,350,225,900,1250,1074,NA,NA,NA
2655,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT KOREGAON NEAR KOREGAON BRIDGE, SHIRUR, PUNE""","""MAHARASHTRA""",25,29,26.8,3.6,5.5,4.8,7.2,9.3,7.9,258,1134,602,0.4,11,6.4,0.18,0.85,0.41,90,550,241,550,580,341,NA,NA,NA
2656,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA RIVER-BACKWATER OF UJANIDAM NEAR RAW WATER PUMP HOUSE, KUMBARGAON, INDAPUR""","""MAHARASHTRA""",26,30,27.7,4.8,6.3,5.5,7.1,8.3,7.7,172,996,571,2,7.8,4,0.04,0.8,0.53,10,350,127,225,3400,2558,NA,NA,NA
1190,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT PUNE, DOWNSTREAM OF BUNDGARDEN""","""MAHARASHTRA""",18,29,26.3,1.1,5,2.4,7.1,8.8,7.8,240,604,449,7,22,13.1,0.09,2.7,0.79,130,350,293,1600,3400,1658,NA,NA,NA
1191,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT PARGAON (AFTERCONFL.WITH MULE MARTHA)""","""MAHARASHTRA""",20,30,26.7,2.2,6,3.9,7.1,8.3,7.8,243,1289,644,2.8,15,8.5,0.2,0.82,0.41,120,375,254,900,2700,2192,NA,NA,NA
1192,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AFTER CONF. WITH DAUNT""","""MAHARASHTRA""",22,30,27.5,3.3,6,4.3,7.1,8.9,7.9,225,1267,601,3,12.5,7.8,0.26,1.3,0.53,110,250,208,900,1700,1367,NA,NA,NA
1188,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT NARSINGHPUR,(DOWNSTREAMAF.CONFL.WITH R.NIRA)""","""MAHARASHTRA""",21,38,28.6,4.2,6,5.3,7.3,8.7,8,333,1737,968,2,9.6,5.3,0.22,2.9,0.53,43,425,214,425,170,120,NA,NA,NA
28,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT TAKLI""","""MAHARASHTRA""",20,27,25,4.4,6.4,5.1,7,8.6,8.1,673,2184,1412,1.6,10.5,6.3,0.18,2.5,0.71,40,425,216,350,220,158,NA,NA,NA
1183,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT DOWNSTREAM OF ROAD BRIDGE ATGANGAPUR VILLAGE""","""KARNATAKA""",24,30,27.3,6.3,6.8,6.5,7.9,8.5,8.1,710,1300,1066,2.6,3.8,3.3,0.2,1.18,0.62,900,9000,4345,1600,140,126,NA,NA,NA
1184,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT FEROZABAD VILLAGE (DOWNSTREAM)""","""KARNATAKA""",25,31,27.8,6.2,6.9,6.6,7.8,8.6,8.2,710,1210,1019,2,3.7,2.8,0.17,1.15,0.63,500,9000,2891,1600,900,221,NA,NA,NA
1888,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT CONFLUENCE OF JEWARGITOWN SEWAGE DISPOSAL POINT""","""KARNATAKA""",27,31,28.6,6.4,6.8,6.6,7.9,8.6,8.2,700,1200,997,0.3,3.4,2.2,0.18,1.24,0.71,300,16000,3841,900,1800,1550,NA,NA,NA
1167,"""WATER QUALITY OF TRIBUTARY STREAMS- BHIMA""","""BHIMA AT DOWNSTREAM OF BDG. NEAR YADGIR""","""KARNATAKA""",26,40,31.8,6,8.5,7.4,8,8.3,8.1,NA,NA,NA,2,3.5,2.7,0.08,0.52,0.32,800,9000,4583,1600,1800,1258,NA,NA,NA
1185,"""WATER QUALITY OF TRIBUTARY STREAMS- GHATPRABHA""","""GHATPRABHA AT DOWNSTREAM OF MUDHOL RD.CROSS BDG., KARNATAKA""","""KARNATAKA""",25,34,28.8,4.6,6.3,5.4,7.6,8.4,7.9,260,2280,885,0.2,2.8,1.3,2.22,31.46,12.48,13,900,324,30,1800,865,NA,NA,NA
1163,"""WATER QUALITY OF TRIBUTARY STREAMS- GHATPRABHA""","""GHATPRABHA AT W.A. POINT TO GOKAK TOWN,KARNATAKA""","""KARNATAKA""",24,31,27.4,4.6,8.2,6.7,7.6,8.2,7.9,140,1000,331,0.4,3.5,1.2,2.22,14.84,7.11,8,900,334,13,1800,1700,NA,NA,NA
1187,"""WATER QUALITY OF TRIBUTARY STREAMS- MALPRABHA""","""MALPRABHA AT DOWNSTREAM OF KHANAPURVILLAGE,KARNATAKA""","""KARNATAKA""",22,31,26,5,10.5,6.8,7.1,8.4,7.7,90,400,203,0.4,2.6,1.4,1.4,7.73,3.68,30,900,530,50,1800,1610,NA,NA,NA
1164,"""WATER QUALITY OF TRIBUTARY STREAMS- MALPRABHA""","""MALPRABHA AT WATER ABSTR. PT. TO HUBLI,DHARWAR,KARNATAKA""","""KARNATAKA""",21,30,26.1,5.2,8,6.9,7.2,8.6,8,90,380,246,0.2,1.8,0.8,1.02,6.13,3.27,4,900,330,23,1800,1540,NA,NA,NA
1186,"""WATER QUALITY OF TRIBUTARY STREAMS- MALPRABHA""","""MALPRABHA AT DOWNSTREAM OF AIHOLE TOWN,KARNATAKA""","""KARNATAKA""",23,33,28.9,4.9,5.6,5.2,7.9,8.2,8.1,590,2200,1095,0.3,2,0.8,3.5,13.82,8.27,2,1600,376,4,1800,1485,NA,NA,NA
2764,"""WATER QUALITY OF TRIBUTARY STREAMS- MALPRABHA""","""MALPRABHA AT BADAMI BRIDGE, KARNATAKA""","""KARNATAKA""",23,32,28.2,4.5,5.9,5.3,7.9,8.2,8,570,2200,1193,0.4,1.9,1.1,5.2,15.11,9.36,4,900,294,23,1800,1225,NA,NA,NA
38,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGHABHADRA""","""TUNGHABHADRA AT HONNALI BRIDGE,KARNATAKA""","""KARNATAKA""",24,27,24.9,6.8,8,7.2,7,8.1,7.7,130,430,251,1.8,3,2.1,0.15,2.3,1.01,30,60,47,140,16000,9300,NA,NA,NA
1029,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGHABHADRA""","""TUNGHABHADRA AT HARALAHALLI BRIDGE, KARNATAKA""","""KARNATAKA""",24,31,26.3,6.8,7.8,7.3,6.9,8.5,7.9,150,572,343,2,3.6,2.2,0.15,2.6,1.35,30,50,40,140,16000,6664,NA,NA,NA
29,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGHABHADRA""","""TUNGHABHADRA AT ULLANUR,KARNATAKA""","""KARNATAKA""",26,32,28.8,6.8,7.6,7.2,7.6,8.3,8,470,470,470,2,3.5,2.6,0.15,1.5,0.44,40,9000,3320,220,16000,6182,NA,NA,NA
1785,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGHABHADRA""","""TUNGHABHADRA AT MANTHRALAYAM , KURNOOL DIST.""","""ANDHRA PRADESH""",26,30,27.1,6,6.9,6.4,7,8.3,7.7,202,1158,777,2,2.9,2.5,1.4,5.4,4.04,90,200,133,960,16000,9225,NA,NA,NA
1174,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGHABHADRA""","""TUNGHABHADRA AT KURNOOL UPSTREAM,BAVAPURAM, A.P.""","""ANDHRA PRADESH""",26,29,26.6,6,6.9,6.3,6.5,7.8,7.5,214,1140,726,2.6,3.4,3,0.9,1.8,1.44,110,260,184,1100,1600,565,NA,NA,NA
2766,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGABHADRA""","""TUNGABHADRA AT NEW BRIDGE, KARNATAKA""","""KARNATAKA""",24,29,26.1,6.7,8.2,7.2,6.9,8.4,7.7,130,380,258,1,2.9,2,0.21,2.2,0.99,20,3000,283,130,1600,641,NA,NA,NA
2767,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGABHADRA""","""TUNGABHADRA AT UPSTREAM OF HPF,KARNATAKA""","""KARNATAKA""",24.9,28,26,6.8,8,7.2,6.3,8.3,7.4,130,380,266,1,2.4,1.9,0.22,2.5,1.14,30,50,40,130,1600,1208,NA,NA,NA
2768,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGABHADRA""","""TUNGABHADRA AT DOWNSTREAM OF HPF, KARNATAKA""","""KARNATAKA""",25,31,27.2,5.2,7.2,6.3,6,8.2,7.2,300,920,595,3,8.2,4.2,0.35,3.4,1.77,50,80,63,280,1600,739,NA,NA,NA
2769,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGABHADRA""","""TUNGABHADRA AT JACKWELL POINT,KARNATAKA""","""KARNATAKA""",25,31,27.3,6.1,7.5,6.6,6.4,8.4,7.6,160,580,356,2,4,3.1,0.3,2.5,1.46,40,70,53,170,1600,551,NA,NA,NA
2770,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGABHADRA""","""TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE, KARNATAKA""","""KARNATAKA""",24,29,26.2,6,7.9,6.7,6.2,8.3,7.5,270,570,360,2,4,2.9,0.25,2.6,1.64,50,80,60,220,1600,612,NA,NA,NA
2776,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGABHADRA""","""TUNGABHADRA AT DOWNSTREAM OFGANGAWATHI, KARNATAKA""","""KARNATAKA""",26,31,28.4,6.8,7.6,7.2,7.7,8.3,8,NA,NA,NA,1.6,3,2.3,0.17,0.42,0.26,700,9000,3530,2800,280,218,NA,NA,NA
1168,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGHA""","""TUNGHA AT DOWNSTREAM OF SHIMOGA TOWN, KARNATAKA""","""KARNATAKA""",25,28,26.2,6.5,7.6,6.9,6.7,8.2,7.3,120,340,196,1.4,2.4,2,0.15,4.1,1.49,50,140,60,140,240,190,NA,NA,NA
1896,"""WATER QUALITY OF TRIBUTARY STREAMS- TUNGA AND BHADRA""","""CONFLUENCE POINT OF TUNGA ANDBHADRA AT KUDLI""","""KARNATAKA""",26,29,27.3,7.1,7.5,7.2,7.1,7.8,7.5,180,350,255,2,2.5,2.2,1,1.5,1.23,40,50,48,170,16000,6585,NA,NA,NA
1091,"""WATER QUALITY OF TRIBUTARY STREAMS- BHADRA""","""BHADRA AT MALLESWARAM DOWNSTREAM OFKIOCL KARNATAKA""","""KARNATAKA""",20,29,25.8,6.3,7.4,6.8,6.7,7.5,7.2,120,230,171,1,1,1,0.02,0.17,0.09,430,920,762,1600,1200,1105,NA,NA,NA
1387,"""WATER QUALITY OF TRIBUTARY STREAMS- BHADRA""","""BHADRA AT DOWNSTREAM OF BHADRAVATHI,KARNATAKA""","""KARNATAKA""",25,27,25.9,6.2,7.5,6.9,6.5,7.9,7.2,190,550,337,3,4.5,3.8,0.25,5.1,1.94,140,300,218,500,1800,1440,NA,NA,NA
1169,"""WATER QUALITY OF TRIBUTARY STREAMS- BHADRA""","""BHADRA AT DOWNSTREAM OF KIOCL ROADBRIDGE, NEAR HOLEHUNNUR,KARNATAKA""","""KARNATAKA""",26,28,26.8,6.8,7.4,7,6.9,7.9,7.4,180,410,289,2,3,2.5,0.2,4.2,1.62,40,110,60,170,9000,924,NA,NA,NA
2765,"""WATER QUALITY OF TRIBUTARY STREAMS- BHADRA""","""BHADRA AT UPSTREAM OF MPM, KARNATAKA""","""KARNATAKA""",24,26,25.3,6.9,7.7,7.2,6.5,8.1,7.4,140,310,203,1,2.3,1.6,0.09,4.2,1.46,23,50,36,100,280,195,NA,NA,NA
2771,"""WATER QUALITY OF TRIBUTARY STREAMS- BHADRA""","""BHADRA AT UPSTREAM OF KIOCL, KARNATAKA""","""KARNATAKA""",21,27,24.4,6.5,7.8,6.9,6.6,7.8,7.3,100,220,157,1,1,1,0.01,0.12,0.07,280,540,460,1600,500,324,NA,NA,NA
1172,"""WATER QUALITY OF TRIBUTARY STREAMS- MUSI""","""MUSI UPSTREAM AT HYDERABAD, A.P.""","""ANDHRA PRADESH""",22,29,25.7,4.1,13.8,6.9,7.2,9,7.9,368,492,423,0.5,7.5,2.8,0.05,2.3,0.54,6,1600,379,350,350,232,NA,NA,NA
1173,"""WATER QUALITY OF TRIBUTARY STREAMS- MUSI""","""MUSI DOWNSTREAM AT HYDERABAD, A.P.""","""ANDHRA PRADESH""",22,29,26.5,0.6,2.8,1.3,6.9,8.3,7.6,1140,1372,1294,36.3,76,49.9,0.1,36,21.87,11,1600,702,1600,300,265,NA,NA,NA
2339,"""WATER QUALITY OF TRIBUTARY STREAMS- RIVER""","""RIVER MUSI ATNAGOLE,RANGAREDDY""","""ANDHRA PRADESH""",24,29,26.8,NA,NA,NA,6.9,8.3,7.7,1254,1440,1355,45,145,109.7,1.76,29,16.51,900,1600,1180,1600,16000,7400,NA,NA,NA
1178,"""WATER QUALITY OF TRIBUTARY STREAMS- PALLERU""","""PALLERU BEFORE CONFL. WITHKRISHNA, JAGGAYYAPET, A.P.""","""ANDHRA PRADESH""",26,40,29.8,4.5,8.1,6.1,7.4,8.4,7.8,516,882,732,0.5,0.9,0.7,0.17,0.38,0.29,4,6,5,2100,350,228,NA,NA,NA
1177,"""WATER QUALITY OF TRIBUTARY STREAMS- MUNERU""","""MUNERU BEFORE CONFL. WITHKRISHNA, NANDIGAMA, A.P.""","""ANDHRA PRADESH""",23,39,28.8,1.7,6.8,5.4,7.2,8.5,7.7,443,1297,769,0.5,0.9,0.7,0.16,0.46,0.25,4,6,6,1200,240,218,NA,NA,NA
1895,"""WATER QUALITY OF TRIBUTARY STREAMS- KAGINA""","""KAGINA DOWNSTREAM OF SEWAGE DISPOSALPOINT""","""KARNATAKA""",25,27,26.3,6.4,6.6,6.5,7.9,8.2,8.1,550,840,667,1.3,1.5,1.4,0.95,1.79,1.3,2800,5000,3600,9000,1600,1600,NA,NA,NA
2777,"""WATER QUALITY OF TRIBUTARY STREAMS- KAGINA""","""KAGINA AT SHAHABAD BRIDGE,KARNATAKA""","""KARNATAKA""",25,30,26.8,6.3,6.8,6.6,7.7,8.3,8.1,560,950,681,1.1,3.2,2.3,1,2.43,1.5,300,9000,2100,300,1600,842,NA,NA,NA
2349,"""WATER QUALITY OF TRIBUTARY STREAMS- NAKKAVAGU""","""River NAKKAVAGU, Bachugudem,Medak""","""ANDHRA PRADESH""",21,30,27.1,4.1,6.4,4.9,7.2,7.6,7.5,1420,2404,1774,5.8,18,10.5,2,47,11.61,6,73,40,165,350,239,NA,NA,NA
2350,"""WATER QUALITY OF TRIBUTARY STREAMS- HUNDRI""","""RIVER HUNDRI, JOHARPUR(V), NEARTEMPLE, KURNOOL""","""ANDHRA PRADESH""",25,29,26.7,5.4,6.4,6,6.5,8.4,7.7,530,1640,973,1.6,3.6,2.5,1.2,4.4,2.37,90,120,103,950,240,161,NA,NA,NA
2351,"""WATER QUALITY OF TRIBUTARY STREAMS- KUNDU""","""RIVER KUNDU, NANDYAL, NEAR OVERBDG., KURNOOL""","""ANDHRA PRADESH""",26,27,26.5,5.9,6.8,6.4,7.4,8,7.7,620,1042,751,2.4,3.2,2.8,1.2,8.5,2.73,110,980,620,800,1600,1600,NA,NA,NA
2763,"""WATER QUALITY OF TRIBUTARY STREAMS- ASANGI NALLA""","""ASANGI NALLA AT ASANGI VILLAGE,KARNATAKA""","""KARNATAKA""",26,33,29,4.9,6.2,5.3,7.5,8.6,8,260,1420,779,0.2,2.1,1.2,1.5,14.26,6.92,22,900,322,30,1600,1350,NA,NA,NA
2195,"""WATER QUALITY OF TRIBUTARY STREAMS- NIRA""","""NIRA AT DOWNSTREAM OF JUBILANTORGANOSIS, PUNE.""","""MAHARASHTRA""",20,30,27.3,1.4,5.2,4.4,6.9,9.3,8.1,250,1326,767,4.5,13,7.8,0.24,1.32,0.83,95,290,208,550,1600,1600,NA,NA,NA
2682,"""WATER QUALITY OF TRIBUTARY STREAMS- NIRA""","""NIRA AT UPSTREAM OF JUBILANT ORGANOSIS (DATTAGHAT), BARAMATI, PUNE""","""MAHARASHTRA""",20,29,27.2,5.1,5.8,5.5,7.1,9.1,8.1,78,898,545,3,6,4.5,0.2,1.2,0.63,80,250,192,425,1600,1600,NA,NA,NA
1463,"""WATER QUALITY OF TRIBUTARY STREAMS- NIRA""","""NIRA AT SAROLE BDG.ON PUNE-BANGLORE HIGHWAY""","""MAHARASHTRA""",21,29,26.5,4.6,6.4,5.5,6.9,8.6,7.9,89,910,455,1.8,8.5,5.1,0.18,1.5,0.49,60,275,130,550,2600,2350,NA,NA,NA
2681,"""WATER QUALITY OF TRIBUTARY STREAMS- NIRA""","""NIRA AT SANGAVI, PHALTAN, SATARA""","""MAHARASHTRA""",20.4,28.2,23.8,3.1,5,4.1,7.4,8.9,8.3,294,2980,1588,5.5,12,8.7,0.26,1.5,0.51,35,425,198,225,2700,2233,NA,NA,NA
2683,"""WATER QUALITY OF TRIBUTARY STREAMS- NIRA""","""NIRA AT SHINDEWADI. SHIRVAL,KHANDALA, SATARA""","""MAHARASHTRA""",21,29.8,23.9,4,5.5,5,7.3,8.3,8,96,555,251,4,11,6.1,0.18,1.3,0.38,17,275,154,200,16000,11333,NA,NA,NA
2186,"""WATER QUALITY OF TRIBUTARY STREAMS- VENNA""","""VENNA AT VARYE, SATARA.""","""MAHARASHTRA""",19.4,22.4,20.7,4.4,6,5.3,7.4,8.2,7.8,178,544,311,2.8,8.2,5.8,0.12,2,0.46,14,550,237,170,16000,4600,NA,NA,NA
2716,"""WATER QUALITY OF TRIBUTARY STREAMS- VENNA""","""VENNA AT MAHABALESHWAR, SATARA""","""MAHARASHTRA""",18.9,22.8,20.4,4.8,6,5.6,6.9,8.3,7.8,69,352,141,2.5,5.5,3.9,0.1,18,1.73,17,325,88,55,560,367,NA,NA,NA
2717,"""WATER QUALITY OF TRIBUTARY STREAMS- VENNA""","""VENNA AT MAHULI, SATARA""","""MAHARASHTRA""",19.1,27.4,21.3,2.9,5.6,4.9,7.1,8.5,7.9,226,620,381,3.5,10,6.3,0.12,3.4,0.63,20,360,154,195,1200,1033,NA,NA,NA
2189,"""WATER QUALITY OF TRIBUTARY STREAMS- KOYNA""","""KOYNA AT KARAD.""","""MAHARASHTRA""",20,24,22.4,4.8,6.2,5.4,7.5,8.2,7.9,96,410,192,2.5,9,5.6,0.08,0.9,0.39,75,425,245,425,1300,1119,NA,NA,NA
2194,"""WATER QUALITY OF TRIBUTARY STREAMS- MULA""","""MULA AT HARRISON BRIDGE NEARMULA- PAWANA SANGAM.""","""MAHARASHTRA""",20,29,25.8,1,4.1,2,6.9,8.4,7.8,142,581,445,7.5,19.5,13.5,0.28,1.4,0.69,200,350,264,1600,1600,564,NA,NA,NA
2193,"""WATER QUALITY OF TRIBUTARY STREAMS- MULA""","""MULA AT AUNDH BRIDGE, AUNDGAON.""","""MAHARASHTRA""",20,30,26.4,1.4,4.9,3.4,7.1,8.2,7.8,253,843,529,5.5,15,10.5,0.22,1.4,0.5,140,350,240,1600,1800,1613,NA,NA,NA
2192,"""WATER QUALITY OF TRIBUTARY STREAMS- MULA-MUTHA""","""MULA-MUTHA AT MUNDHAWABRIDGE.""","""MAHARASHTRA""",20,29,26.3,1.5,4.8,2.7,6.9,8.2,7.7,245,593,452,6.5,21.5,14.1,0.18,2.5,0.84,175,350,292,1600,1800,1452,NA,NA,NA
2677,"""WATER QUALITY OF TRIBUTARY STREAMS- MULA-MUTHA""","""MULA-MUTHA AT DOWNSTREAM OF THEUR,HAWELI, PUNE""","""MAHARASHTRA""",24,29,27.3,1.3,4,2.6,7.1,8.9,7.7,382,1086,548,7.5,16,11,0.13,3.4,0.65,140,550,299,550,1800,1050,NA,NA,NA
2191,"""WATER QUALITY OF TRIBUTARY STREAMS- MUTHA""","""MUTHA AT SANGAM BRIDGE NEARGANAPATHY GHAT.""","""MAHARASHTRA""",20,29,26.3,0.8,3.8,1.8,6.9,8.2,7.7,223,602,429,9.5,21,16.9,0.22,3.7,0.96,200,350,290,1600,1800,1383,NA,NA,NA
2678,"""WATER QUALITY OF TRIBUTARY STREAMS- MUTHA""","""MUTHA NEAR VEER SAVARKARBHAVAN, PUNE""","""MAHARASHTRA""",20,29,26.4,0.9,8.5,2.9,7.1,8.2,7.6,205,512,417,9,23.5,16.3,0.28,1.8,0.82,225,425,313,1600,1800,1233,NA,NA,NA
2679,"""WATER QUALITY OF TRIBUTARY STREAMS- MUTHA""","""MUTHA AT DECCAN BRIDGE, DECCAN,PUNE""","""MAHARASHTRA""",20,30,26.2,0.9,4,2,7.2,8.8,7.9,260,6317,915,8.5,22.5,16.6,0.32,1.6,0.69,170,550,345,1800,1800,1373,NA,NA,NA
2680,"""WATER QUALITY OF TRIBUTARY STREAMS- MUTHA""","""MUTHA AT KHADAKVASLA DAM, KHADAKVASLA, HAWELI, PUNE.""","""MAHARASHTRA""",23,30,26,5.7,6.7,6.1,7.2,8.2,7.7,75,486,152,1.4,4,2.3,0.02,1.1,0.23,10,80,37,140,1800,681,NA,NA,NA
2196,"""WATER QUALITY OF TRIBUTARY STREAMS- PAWANA""","""PAWANA AT SANGAVIGAON, PUNE.""","""MAHARASHTRA""",23,28,26,1.3,4,2.3,6.9,9,7.6,300,658,529,8,19,13.4,0.18,3.3,0.8,170,430,316,1600,1800,1050,NA,NA,NA
2690,"""WATER QUALITY OF TRIBUTARY STREAMS- PAWANA""","""PAWANA AT KASARWADI, HAWELI, PUNE""","""MAHARASHTRA""",19,29,25.5,1.1,3.6,2,7,8.8,7.6,268,728,537,8.5,16.4,12.9,0.22,3.4,0.84,195,425,289,1600,1800,1494,NA,NA,NA
2691,"""WATER QUALITY OF TRIBUTARY STREAMS- PAWANA""","""PAWANA AT DAPODI BRIDGE ATPAWANA-MULLA SANGAM, DAPODI, HAWELI, PUNE""","""MAHARASHTRA""",20,28,25,1.4,3.9,2.1,7.1,8.6,7.7,301,836,605,9,16,13.4,0.22,2.8,0.71,225,550,308,1600,1800,1750,NA,NA,NA
2692,"""WATER QUALITY OF TRIBUTARY STREAMS- PAWANA""","""PAWANA AT RAVET WEIR, RAVET,HAWELI, PUNE""","""MAHARASHTRA""",20,29,25.8,5.3,6.4,6,7.2,8.3,7.7,106,411,202,1.4,4.5,2.7,0.09,1.4,0.3,20,275,111,140,1800,1691,NA,NA,NA
2693,"""WATER QUALITY OF TRIBUTARY STREAMS- PAWANA""","""PAWANA AT CHINCHWADGAON,HAWELI, PUNE""","""MAHARASHTRA""",20,29,26.3,1.8,5.8,3.6,6.8,8.3,7.6,216,660,345,5,13,9.3,0.16,1.5,0.64,95,550,238,900,1800,1750,NA,NA,NA
2694,"""WATER QUALITY OF TRIBUTARY STREAMS- PAWANA""","""PAWANA AT PIMPRIGAON, HAWELI,PUNE""","""MAHARASHTRA""",19,29,25.8,1,3.2,1.8,7.1,8.9,7.6,304,746,520,9.5,19.5,14.8,0.18,3.4,0.85,275,425,346,900,1800,1596,NA,NA,NA
2197,"""WATER QUALITY OF TRIBUTARY STREAMS- INDRAYANI""","""INDRAYANI AT DOWNSTREAM OF ALANDIGAON,PUNE""","""MAHARASHTRA""",23,30,27.3,3.8,5.3,4.7,7,8.2,7.7,200,554,426,3.5,10.5,7.2,0.18,1.5,0.44,95,550,263,900,1800,1733,NA,NA,NA
2668,"""WATER QUALITY OF TRIBUTARY STREAMS- INDRAYANI""","""INDRAYANI AT DOWNSTREAM OF MOSHIGAON, HAWELI, PUNE""","""MAHARASHTRA""",23,30,26.5,1.5,5.2,4,6.9,9,7.6,227,699,464,4,13,8.9,0.22,1.6,0.53,120,350,263,350,1800,1733,NA,NA,NA
